owner_category,owner_name,property_address,city,apn,lot_sqft,lot_acres,jurisdiction,zoning,property_use,assessed_land,assessed_improvement,assessed_total,improv_land_ratio,last_transfer_date,assessor_last_sale_date,lat,lon,score,score_reasons,source,current_use_web,current_use_source
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,706-03-017,7975,0.183,SANTA CLARA,,AGRICULTURE / FARMING,0,0,0,,1993-01-29,,37.239721,-121.793438,50,AGRICULTURE / FARMING -25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY WATER DISTR,,SAN JOSE,676-20-040,7590,0.174,SANTA CLARA,C2,VACANT LAND,0,0,0,,2016-12-30,2014-01-24,37.312454,-121.790978,50,VACANT LAND +25; <1ac infill +20; owner -45,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,VALLEY WATER SANTA CLARA,,SAN JOSE,259-15-083,7297,0.000,SANTA CLARA,,VACANT LAND,0,0,0,,2013-04-09,,37.343953,-121.903411,50,VACANT LAND +25; <1ac infill +20; owner -45,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,VALLEY WATER SANTA CLARA,,SAN JOSE,230-38-116,6719,0.154,SANTA CLARA,,VACANT LAND,0,0,0,,2013-04-09,2008-12-22,37.350171,-121.910158,50,VACANT LAND +25; <1ac infill +20; owner -45,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,097-08-095,6000,0.138,SANTA CLARA,PD,AGRICULTURE / FARMING,0,0,0,,,,37.395987,-121.94587,50,AGRICULTURE / FARMING -25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,583-23-019,42291704,970.884,SANTA CLARA,RR-H1,VACANT LAND,0,0,0,,,1975-06-20,37.17408,-121.837714,47,VACANT LAND +25; >100ac whole-area -45; owner +5; zoning RR-H1 +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,742-09-049,15851919,363.910,SANTA CLARA,R120,VACANT LAND,0,0,0,,2016-09-12,2016-09-12,37.181596,-121.807554,47,VACANT LAND +25; >100ac whole-area -45; owner +5; zoning R120 +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,343 CHYNOWETH AVE,SAN JOSE,464-06-020,4959306,113.850,SANTA CLARA,R1-9,VACANT LAND,0,0,0,,,,37.263764,-121.83698,47,VACANT LAND +25; >100ac whole-area -45; owner +5; zoning R1-9 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,334 SAN ANTONIO CT,SAN JOSE,481-46-019,1332500,30.590,SANTA CLARA,R1B6,COMMERCIAL,0,0,0,,2007-06-28,1998-02-20,37.348942,-121.851997,47,COMMERCIAL +5; 20-100ac big -25; owner +5; zoning R1B6 +12,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,UNION S D BERRYESSA,1970 MORRILL AVE,SAN JOSE,092-17-036,945462,21.705,SANTA CLARA,R-1-8,Commercial,0,0,0,,,,37.41106,-121.869257,47,Commercial +5; 20-100ac big -25; owner +5; zoning R-1-8 +12,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,MOUNTAIN VIEW,015-36-013,189890,4.359,SANTA CLARA,PF,OTHER / UNKNOWN,0,0,0,,,,37.448538,-122.089824,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY TRANSIT DIST,,SAN JOSE,097-04-015,183023,4.202,SANTA CLARA,IP,OTHER / UNKNOWN,0,0,0,,,1975-09-26,37.416652,-121.931643,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VTA,,SAN JOSE,241-03-022,176851,4.060,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,2002-12-11,37.375818,-121.877139,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VTA,,SAN JOSE,254-01-034,170912,3.924,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,2002-12-11,37.363571,-121.873728,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,SAN JOSE,569-32-048,167869,3.854,SANTA CLARA,LI,OTHER / UNKNOWN,0,0,0,,,,37.253037,-121.884603,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,SAN JOSE,467-42-116,164365,3.773,SANTA CLARA,LI,OTHER / UNKNOWN,0,0,0,,,,37.335054,-121.877547,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VTA,1565 MABURY RD,SAN JOSE,254-17-113,144183,3.310,SANTA CLARA,IP,INDUSTRIAL,0,0,0,,,,37.365361,-121.872855,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,SAN JOSE,689-19-017,140391,3.223,SANTA CLARA,LI,OTHER / UNKNOWN,0,0,0,,,1974-09-30,37.243226,-121.813743,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,STATE CALIFORNIA,191 N 1ST ST STE A,SAN JOSE,259-34-055,139755,3.208,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,2018-08-24,2018-08-24,37.338156,-121.893201,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY TRANS AUTHORITY,,SAN JOSE,249-65-077,133140,3.057,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,2023-07-11,,37.355855,-121.870478,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,STATE CALIFORNIA,,SAN JOSE,230-24-008,130124,2.987,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.349995,-121.91796,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,10130 BUBB RD,CUPERTINO,357-20-023,129137,2.965,SANTA CLARA,CU,OTHER / UNKNOWN,0,0,0,,,,37.320467,-122.050117,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VTA,,SAN JOSE,245-48-006,124987,2.869,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,2002-12-11,37.384435,-121.88003,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,MOUNTAIN VIEW,015-36-020,106545,2.446,SANTA CLARA,PF,OTHER / UNKNOWN,0,0,0,,,,37.447503,-122.089318,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY TRANSIT DIST,,SAN JOSE,097-04-021,106528,2.446,SANTA CLARA,IP,OTHER / UNKNOWN,0,0,0,,,1975-09-26,37.4214,-121.931193,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,SAN JOSE,569-32-050,104878,2.408,SANTA CLARA,LI,OTHER / UNKNOWN,0,0,0,,,,37.253571,-121.881455,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY TRANSIT DIST,,SAN JOSE,694-03-008,103718,2.381,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1984-07-12,37.248813,-121.868554,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VTA,,SAN JOSE,462-02-026,103560,0.000,SANTA CLARA,LI,OTHER / UNKNOWN,0,0,0,,2009-05-07,2009-05-07,37.266795,-121.858331,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY TRANSIT DIST,,SAN JOSE,458-13-072,96665,2.219,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1983-07-12,37.254231,-121.866694,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY TRANSIT DIST,,SAN JOSE,083-01-001,95641,2.196,SANTA CLARA,IP,OTHER / UNKNOWN,0,0,0,,,,37.421673,-121.929507,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,SAN JOSE,569-32-049,94337,2.166,SANTA CLARA,LI,OTHER / UNKNOWN,0,0,0,,,,37.251874,-121.889089,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY TRANSIT DIST,,SAN JOSE,458-13-071,91551,2.102,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1983-07-12,37.251717,-121.867525,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,SAN JOSE,569-08-001,89805,2.062,SANTA CLARA,LI,OTHER / UNKNOWN,0,0,0,,,,37.251851,-121.88803,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,SAN JOSE,567-02-053,87881,2.018,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.250151,-121.911784,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,SAN JOSE,612-67-004,83081,1.907,SANTA CLARA,HS,OTHER / UNKNOWN,0,0,0,,,,37.375156,-121.79854,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY TRANS AUTHORITY,901 BERRYESSA RD,SAN JOSE,254-17-056,81893,1.880,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,2023-07-11,,37.369666,-121.875097,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,MOUNTAIN VIEW,015-36-026,80644,1.851,SANTA CLARA,PF,OTHER / UNKNOWN,0,0,0,,,,37.43392,-122.085191,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VTA,,SAN JOSE,694-03-024,76967,1.767,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1984-07-12,37.244172,-121.870922,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,SAN JOSE,456-26-033,76489,1.756,SANTA CLARA,,OTHER / UNKNOWN,0,0,0,,,,37.289892,-121.870746,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,SAN JOSE,237-20-059,73490,1.687,SANTA CLARA,LI-PD,OTHER / UNKNOWN,0,0,0,,,1973-05-04,37.383479,-121.911035,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,SAN JOSE,467-46-093,70659,1.622,SANTA CLARA,CG,OTHER / UNKNOWN,0,0,0,,,1979-12-04,37.33306,-121.886152,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY TRANSIT DIST,2220 EASTRIDGE LOOP,SAN JOSE,491-04-045,70586,1.620,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1987-09-17,37.329589,-121.812653,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,SAN JOSE,464-28-011,69080,1.586,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1973-08-03,37.254705,-121.858029,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,DENTWOOD DR,SAN JOSE,569-08-002,66331,1.523,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.251279,-121.889937,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY TRANS AUTHORITY,,SAN JOSE,467-07-052,60081,1.379,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,2023-07-11,,37.35219,-121.86769,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VTA,,SAN JOSE,692-27-071,56404,1.295,SANTA CLARA,,OTHER / UNKNOWN,0,0,0,,2011-06-29,2011-06-29,37.246711,-121.830535,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VTA,,SAN JOSE,467-07-070,56370,1.294,SANTA CLARA,,OTHER / UNKNOWN,0,0,0,,,2002-12-11,37.350829,-121.866348,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,STATE OF CALIFORNIA,1095 HOMESTEAD RD,SANTA CLARA,269-22-094,54886,1.260,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,2009-04-29,2009-04-29,37.348831,-121.945092,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,SAN JOSE,569-08-048,53198,1.221,SANTA CLARA,LI,OTHER / UNKNOWN,0,0,0,,,,37.250912,-121.891164,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY TRANS AUTHORITY,,SAN JOSE,472-05-069,52708,1.210,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,2023-07-11,,37.343661,-121.862966,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY TRANS AUTHORITY,,SAN JOSE,244-01-006,51098,1.173,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,2023-07-11,,37.404957,-121.888126,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,SAN JOSE,264-48-110,50700,1.164,SANTA CLARA,LI,OTHER / UNKNOWN,0,0,0,,,1989-07-12,37.317936,-121.889273,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY TRANS AUTHORITY,MCKAY DR,SAN JOSE,244-15-006,50497,1.159,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,2023-07-11,,37.399622,-121.885237,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,STATE CALIFORNIA,,SAN JOSE,456-26-003,49067,1.126,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.293556,-121.871856,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY TRANS AUTHORITY,,SAN JOSE,249-64-020,48887,1.122,SANTA CLARA,LI,OTHER / UNKNOWN,0,0,0,,2023-07-11,,37.360358,-121.871982,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,SAN JOSE,419-38-104,48007,0.000,SANTA CLARA,LI,OTHER / UNKNOWN,0,0,0,,,,37.250499,-121.921714,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,SAN JOSE,434-04-075,47257,1.085,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1987-03-12,37.314996,-121.886798,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,SAN JOSE,692-27-077,44417,1.020,SANTA CLARA,,OTHER / UNKNOWN,0,0,0,,,,37.246094,-121.830324,47,1-5ac +12; owner -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY WATER DIST,760 MALONE RD,SAN JOSE,439-26-062,39700,0.911,SANTA CLARA,R1,Residential,0,0,0,,1998-01-05,,37.297005,-121.88087,47,Residential +10; <1ac infill +20; owner -45; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY WATER DISTRICT,120 ARROYO WAY,SAN JOSE,467-29-027,36764,0.844,SANTA CLARA,R1-8,Residential,267700,104200,371900,0.389,2023-05-19,2023-05-19,37.342215,-121.87171,47,Residential +10; <1ac infill +20; owner -45; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY WATER DISTRICT,382 S 17TH ST,SAN JOSE,467-39-103,30000,0.689,SANTA CLARA,R1,Residential,1248480,520200,1768680,0.417,2023-11-16,2023-11-16,37.337726,-121.869987,47,Residential +10; <1ac infill +20; owner -45; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
5 State of California,STATE OF CA DEPT OF TRANSPTN,,SAN JOSE,458-20-078,22326,0.513,SANTA CLARA,R1,PUBLIC WORKS,0,0,0,,2009-10-13,,37.259816,-121.859622,47,PUBLIC WORKS -35; <1ac infill +20; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY WATER DISTRICT,150 ARROYO WAY,SAN JOSE,467-29-026,19328,0.444,SANTA CLARA,R1-8,Residential,0,0,0,,2022-11-23,2022-11-23,37.341828,-121.871303,47,Residential +10; <1ac infill +20; owner -45; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY WATER DISTR,1759 GUADALUPE AVE,SAN JOSE,456-03-051,16264,0.373,SANTA CLARA,R1,Residential,0,0,0,,1994-12-29,,37.301763,-121.881423,47,Residential +10; <1ac infill +20; owner -45; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY WATER DISTRICT,166 ARROYO WAY,SAN JOSE,467-29-036,15872,0.364,SANTA CLARA,R1-8,Residential,0,0,0,,2022-12-16,2022-12-16,37.341493,-121.871071,47,Residential +10; <1ac infill +20; owner -45; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY WATER DIST,2156 LAUSETT AVE,SAN JOSE,481-20-030,11371,0.261,SANTA CLARA,R1-8,Residential,0,0,0,,2003-06-20,,37.354248,-121.846319,47,Residential +10; <1ac infill +20; owner -45; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY WATER DISTR,1661 MACKEY AVE,SAN JOSE,434-27-044,10494,0.241,SANTA CLARA,R1-8,Residential,0,0,0,,2006-08-16,2006-08-16,37.304802,-121.882212,47,Residential +10; <1ac infill +20; owner -45; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY WATER DISTR,1603 MACKEY AVE,SAN JOSE,434-27-038,10309,0.237,SANTA CLARA,R1-8,Residential,0,0,0,,2017-09-25,,37.30557,-121.882732,47,Residential +10; <1ac infill +20; owner -45; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY WATER DISTR,1633 MACKEY AVE,SAN JOSE,434-27-041,9593,0.220,SANTA CLARA,R1-8,Residential,0,0,0,,2008-08-22,2008-08-22,37.305197,-121.882448,47,Residential +10; <1ac infill +20; owner -45; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY WATER DISTRICT,1719 GUADALUPE AVE,SAN JOSE,456-03-049,6250,0.143,SANTA CLARA,R1-5,Residential,0,0,0,,2013-07-31,2013-07-31,37.302387,-121.881274,47,Residential +10; <1ac infill +20; owner -45; zoning R1-5 +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VALLEY WATER DISTR,1014 TWIN BROOK DR,SAN JOSE,264-62-028,6068,0.139,SANTA CLARA,R1-8,Residential,0,0,0,,2001-10-10,,37.307706,-121.911221,47,Residential +10; <1ac infill +20; owner -45; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
1 Federal,UNITED STATES AMERICA,,MOUNTAIN VIEW,116-17-006,583128,13.387,SANTA CLARA,PF,OTHER / UNKNOWN,0,0,0,,,,37.409559,-122.0669,45,5-20ac -5,ATTOM taxassessor (Santa Clara County),,
1 Federal,UNITED STATES POSTAL SERVICE,,PALO ALTO,008-01-049,286625,6.580,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,1976-07-12,37.451598,-122.12395,45,5-20ac -5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,488 CURIE DR,SAN JOSE,689-60-054,250906,5.760,SANTA CLARA,A(PD),Residential,0,0,0,,,,37.229155,-121.818964,45,Residential +10; 5-20ac -5; owner +5; zoning A(PD) -15,ATTOM taxassessor (Santa Clara County),,
1 Federal,UNITED STATES POSTAL SERVICE,21701 STEVENS CREEK BLVD,CUPERTINO,326-20-054,227427,5.221,SANTA CLARA,CU,OTHER / UNKNOWN,0,0,0,,,1986-12-24,37.324029,-122.053999,45,5-20ac -5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,230-37-038,217240,4.987,SANTA CLARA,R1-8,PUBLIC WORKS,0,0,0,,2013-05-30,2013-05-30,37.35293,-121.908481,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,695 MORELAND WAY,SANTA CLARA,097-08-089,196020,4.500,SANTA CLARA,R1,PUBLIC WORKS,0,0,0,,2018-05-31,2018-05-31,37.396067,-121.947464,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,259-15-080,175714,4.034,SANTA CLARA,R,PUBLIC WORKS,0,0,0,,,1980-11-18,37.342965,-121.904099,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,322 W TAYLOR ST,SAN JOSE,259-16-125,170910,3.924,SANTA CLARA,R,PUBLIC WORKS,0,0,0,,,,37.344755,-121.906086,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,480 VENDOME ST,SAN JOSE,259-15-082,164508,3.777,SANTA CLARA,R,PUBLIC WORKS,0,0,0,,,1987-06-17,37.34212,-121.902945,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,660-06-006,155509,3.570,SANTA CLARA,R1,PUBLIC WORKS,0,0,0,,,1992-06-18,37.279267,-121.752379,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & CO OF SFPUC,,PALO ALTO,142-22-001,154638,3.550,SANTA CLARA,R1E-1,PUBLIC WORKS,337506,0,337506,0.000,,,37.408525,-122.158337,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1E-1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,660-05-069,134165,3.080,SANTA CLARA,R1,PUBLIC WORKS,0,0,0,,,1992-06-18,37.278551,-121.750583,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,701-65-001,112820,2.590,SANTA CLARA,R1B8,PUBLIC WORKS,0,0,0,,,1982-03-11,37.203326,-121.828354,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1B8 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE-PUBLIC WORKS,,SAN JOSE,455-60-025,111561,2.561,SANTA CLARA,R1,PUBLIC WORKS,0,0,0,,2009-12-07,2009-12-07,37.282015,-121.854963,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,704-18-061,108029,2.480,SANTA CLARA,R1-8,PUBLIC WORKS,0,0,0,,,1977-05-31,37.231811,-121.794084,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,CHYNOWETH PARK CT,SAN JOSE,685-28-107,107158,2.460,SANTA CLARA,RIB6,PUBLIC WORKS,0,0,0,,,1987-01-15,37.259481,-121.818741,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning RIB6 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,10 MEADOWLANDS LN,SAN JOSE,660-05-009,107158,2.460,SANTA CLARA,R1,PUBLIC WORKS,0,0,0,,1992-06-18,,37.27786,-121.749239,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & COUNTY OF,GIANERA ST,SANTA CLARA,104-06-041,105415,2.420,SANTA CLARA,R1A,PUBLIC WORKS,25419,0,25419,0.000,,,37.401155,-121.965904,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1A +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,VILLAGEWOOD WAY,SAN JOSE,701-19-027,98881,2.270,SANTA CLARA,R1B3,PUBLIC WORKS,0,0,0,,,1977-07-25,37.211617,-121.83527,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1B3 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & COUNTY OF,,SUNNYVALE,110-16-122,98446,2.260,SANTA CLARA,R0,PUBLIC WORKS,52485,0,52485,0.000,,,37.396579,-122.005848,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R0 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & COUNTY OF,FAIRWOOD AVE,SUNNYVALE,104-25-042,97531,2.239,SANTA CLARA,R0,PUBLIC WORKS,31689,0,31689,0.000,,,37.397067,-121.993165,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R0 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN FRANCISCO CITY & COUNTY OF,,MOUNTAIN VIEW,154-01-027,95832,2.200,SANTA CLARA,R312,PUBLIC WORKS,452244,0,452244,0.000,,,37.399838,-122.09736,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R312 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,101 BRANHAM LN E,SAN JOSE,684-53-032,90605,2.080,SANTA CLARA,R1,PUBLIC WORKS,0,0,0,,,1984-09-28,37.267917,-121.820869,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,1227 MCLAUGHLIN AVE,SAN JOSE,477-47-028,89298,2.050,SANTA CLARA,R1,PUBLIC WORKS,0,0,0,,,,37.330426,-121.852722,44,PUBLIC WORKS -35; 1-5ac +12; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
